FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,STATE,COUNTY,NAME_E,TOT_POP,COLL_AGE,YNG_PROF,SENIOR,MED_AGE,R_WHITE,NON_WH,R_BLACK,R_NAT_A,R_ASIAN,R_PACIF,R_OTHER,R_2,R_2INCO,R_2_EXCO,TOT_WKRS,T0_9,T10_14,T15_19,T20_24,T25_29,T30_34,T35_44,T45_59,T60,DR_ALONE,CARPOOL,TRANSIT,TR0_9,TR10_14,TR15_19,TR20_24,TR25_29,TR30_34,TR35_44,TR45_59,TR60,WALK,TOT_HSHD,MED_INC,TPOP18,TOT_DIS,OC_UNITS,ZERO_VEH,Lat,Long,TOWN,Neighborhood,Place_Label,Town
1831,25,17,373100,3,2.50174E+11,Block Group 3,G5030,S,284544,0,42.3543316,-71.185722,G25001703731003,2620.941613,284543.4475,G25001703731003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3731, Middlesex County, Massachusetts",1057,16,107,311,51,890,181,121,0,31,0,1,14,0,14,339,24,49,16,44,0,174,18,0,14,222,16,12,0,0,0,0,0,12,0,0,0,10,543,42762,785,192,543,208,42.35433163,42.35433163,NEWTON,,Newton,Newton
1832,25,17,373100,4,2.50174E+11,Block Group 4,G5030,S,391872,0,42.3558515,-71.1932172,G25001703731004,3198.848033,391871.8839,G25001703731004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3731, Middlesex County, Massachusetts",755,10,187,113,39.3,588,223,88,0,23,0,0,56,16,40,460,10,42,115,18,68,107,0,84,16,290,66,82,0,0,0,0,0,65,0,17,0,11,345,140125,637,47,345,41,42.35585163,42.35585163,NEWTON,,Newton,Newton
1833,25,17,373100,5,2.50174E+11,Block Group 5,G5030,S,305634,0,42.3580887,-71.1865284,G25001703731005,2766.582244,305634.8985,G25001703731005,Massachusetts,Middlesex County,"Block Group 5, Census Tract 3731, Middlesex County, Massachusetts",1132,0,327,135,35.1,938,194,0,0,185,0,9,0,0,0,656,0,113,155,73,0,164,99,33,19,533,0,111,0,42,34,0,0,0,16,0,19,0,486,78947,897,65,486,0,42.35808864,42.35808864,NEWTON,,Newton,Newton
1834,25,17,373200,1,2.50174E+11,Block Group 1,G5030,S,378814,12175,42.3629602,-71.1969814,G25001703732001,3787.870564,390989.138,G25001703732001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3732, Middlesex County, Massachusetts",1329,23,272,268,41.2,1011,356,76,0,190,0,14,38,0,38,711,46,41,243,25,55,179,24,72,26,571,0,119,0,0,0,0,0,13,24,72,10,21,647,62297,1110,258,647,118,42.36275402,42.36275402,NEWTON,,Newton,Newton
1835,25,17,373200,2,2.50174E+11,Block Group 2,G5030,S,242618,0,42.356382,-71.2007018,G25001703732002,2673.325993,242618.1085,G25001703732002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3732, Middlesex County, Massachusetts",982,17,170,95,36.5,796,186,0,0,177,0,9,0,0,0,432,63,30,105,27,20,71,58,46,12,307,69,21,0,0,0,6,0,0,15,0,0,35,341,93162,698,110,341,33,42.35638199,42.35638199,NEWTON,,Newton,Newton
1836,25,17,373200,4,2.50174E+11,Block Group 4,G5030,S,379098,9574,42.3631713,-71.2007953,G25001703732004,3538.621989,388672.0656,G25001703732004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3732, Middlesex County, Massachusetts",1114,13,208,189,42.8,861,264,85,0,108,0,49,11,0,11,655,16,69,125,110,38,110,40,51,96,376,118,122,0,0,0,0,20,7,0,23,72,16,537,65804,909,99,537,72,42.36201521,42.36201521,NEWTON,,Newton,Newton
1837,25,17,374700,1,2.50174E+11,Block Group 1,G5030,S,1393454,2045,42.3538992,-71.2417424,G25001703747001,6439.609042,1395500.493,G25001703747001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3747, Middlesex County, Massachusetts",2957,172,404,348,38.4,2170,867,136,8,563,0,0,80,0,80,1465,226,208,144,264,118,216,100,109,80,1055,176,163,0,0,0,7,17,10,17,71,41,54,1060,111574,2217,176,1060,25,42.35265399,42.35265399,NEWTON,,Newton,Newton
1838,25,17,374700,2,2.50174E+11,Block Group 2,G5030,S,977810,171034,42.3474177,-71.2573319,G25001703747002,5469.355502,1148842.004,G25001703747002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3747, Middlesex County, Massachusetts",2010,68,258,209,37.1,1533,489,10,0,425,0,30,12,0,12,958,63,94,261,159,39,135,66,89,52,660,131,58,0,0,2,0,0,0,12,19,25,62,749,102888,1432,146,749,37,42.34838998,42.34838998,NEWTON,,Newton,Newton
1839,25,17,374800,2,2.50174E+11,Block Group 2,G5030,S,1647430,32627,42.3368106,-71.2461561,G25001703748002,6171.050014,1680057.502,G25001703748002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3748, Middlesex County, Massachusetts",2229,723,261,365,22.9,1691,585,99,2,356,0,34,47,14,33,867,196,147,97,102,27,98,92,64,44,479,38,130,0,0,10,13,4,38,21,28,16,194,530,102727,935,97,530,88,42.3372675,42.3372675,NEWTON,,Newton,Newton
1840,25,17,365201,4,2.50174E+11,Block Group 4,G5030,S,2720762,6155,42.3883388,-71.4442788,G25001703652014,8974.188125,2726916.312,G25001703652014,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3652.01, Middlesex County, Massachusetts",1122,45,37,189,44.7,1036,110,0,4,58,0,0,24,0,24,379,27,26,32,34,16,78,79,49,38,325,35,19,0,0,0,0,0,0,0,0,19,0,395,161339,782,55,395,9,42.385694,42.385694,SUDBURY,,Sudbury,Sudbury
1841,25,17,365201,2,2.50174E+11,Block Group 2,G5030,S,3285054,17433,42.374693,-71.4326542,G25001703652012,8519.145223,3302487.329,G25001703652012,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3652.01, Middlesex County, Massachusetts",1516,39,54,121,40.7,1326,200,0,0,180,0,0,10,0,10,717,59,59,67,87,27,50,134,115,119,679,29,9,0,0,9,0,0,0,0,0,0,0,475,175114,1012,48,475,10,42.37292552,42.37292552,SUDBURY,,Sudbury,Sudbury
1842,25,17,365202,2,2.50174E+11,Block Group 2,G5030,S,1870249,25375,42.3464834,-71.3998723,G25001703652022,6958.067975,1895623.623,G25001703652022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3652.02, Middlesex County, Massachusetts",1480,29,149,242,40.9,1217,284,0,9,233,0,0,21,0,21,693,66,59,52,64,17,56,117,142,120,589,91,13,0,0,0,0,0,0,0,0,13,0,488,136944,1037,92,488,18,42.34723698,42.34723698,SUDBURY,,Sudbury,Sudbury
1843,25,17,364102,2,2.50174E+11,Block Group 2,G5030,S,880121,12196,42.426414,-71.4419315,G25001703641022,3846.167411,892315.0636,G25001703641022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3641.02, Middlesex County, Massachusetts",1592,58,305,222,43.3,1356,456,0,0,16,0,0,220,0,220,907,193,178,59,132,14,215,54,31,31,795,13,16,0,0,0,0,0,0,0,0,16,17,666,64833,1318,229,666,21,42.4265629,42.4265629,MAYNARD,,Maynard,Maynard
1844,25,17,364102,3,2.50174E+11,Block Group 3,G5030,S,621442,54049,42.4278931,-71.4541378,G25001703641023,3616.253492,675488.6412,G25001703641023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3641.02, Middlesex County, Massachusetts",660,9,114,55,38.7,603,94,0,0,20,0,0,37,0,37,312,55,22,43,10,28,51,82,0,21,273,0,14,0,0,0,0,0,0,14,0,0,25,272,98571,474,17,272,0,42.42819956,42.42819956,MAYNARD,,Maynard,Maynard
1845,25,17,365100,1,2.50174E+11,Block Group 1,G5030,S,4260911,33468,42.4237054,-71.4183222,G25001703651001,12146.19503,4294375.093,G25001703651001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3651, Middlesex County, Massachusetts",1363,0,59,72,45.8,1115,289,0,0,143,0,64,41,0,41,612,0,60,47,35,52,91,123,100,104,581,0,31,0,0,0,0,0,0,13,0,18,0,473,188750,868,49,473,22,42.42247799,42.42247799,SUDBURY,,Sudbury,Sudbury
1846,25,17,364102,1,2.50174E+11,Block Group 1,G5030,S,1143593,8187,42.4339871,-71.4391425,G25001703641021,4359.966662,1151775.617,G25001703641021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3641.02, Middlesex County, Massachusetts",1777,69,248,77,33.8,1342,491,257,0,122,0,0,56,0,56,885,70,92,62,204,69,84,105,81,118,614,147,72,0,0,0,0,69,0,0,0,3,52,608,76167,1159,214,608,0,42.43348835,42.43348835,MAYNARD,,Maynard,Maynard
1847,25,17,367100,4,2.50174E+11,Block Group 4,G5030,S,7032749,91318,42.3866764,-71.3167861,G25001703671004,12599.06543,7124066.745,G25001703671004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3671, Middlesex County, Massachusetts",1126,38,93,247,50.6,1081,45,15,0,26,0,4,0,0,0,521,91,60,65,110,14,31,37,58,55,376,118,17,0,0,0,0,0,0,0,0,17,10,406,166667,851,53,406,20,42.38217583,42.38217583,WESTON,,Weston,Weston
1848,25,17,367200,4,2.50174E+11,Block Group 4,G5030,S,3402526,240972,42.3314054,-71.3016598,G25001703672004,8966.916694,3643497.429,G25001703672004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3672, Middlesex County, Massachusetts",928,113,47,267,54,585,424,0,0,262,0,0,81,0,81,361,27,29,11,25,26,148,34,27,34,303,13,26,0,0,0,0,0,26,0,0,0,0,323,194327,804,79,323,13,42.32988141,42.32988141,WESTON,,Weston,Weston
1849,25,17,367200,5,2.50174E+11,Block Group 5,G5030,S,2534128,66633,42.3271793,-71.3194435,G25001703672005,6860.057227,2600757.912,G25001703672005,Massachusetts,Middlesex County,"Block Group 5, Census Tract 3672, Middlesex County, Massachusetts",892,13,0,79,41.2,801,116,0,0,66,0,0,25,0,25,374,32,55,54,27,15,24,44,27,96,355,0,19,0,0,0,0,0,0,0,0,19,0,279,199911,530,0,279,0,42.32539576,42.32539576,WESTON,,Weston,Weston
1850,25,25,51200,1,2.50251E+11,Block Group 1,G5030,S,233928,493577,42.3635386,-71.0329491,G25002500512001,6687.633569,233927.3522,G25002500512001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",113,0,0,13,62.9,113,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,52,0,48,0,113,61,48,11,42.36453182,42.36453182,BOSTON,East Boston,East Boston,Boston
1851,25,25,981800,1,2.5026E+11,Block Group 1,G5030,S,705037,393572,42.3231196,-71.1168878,G25002509818001,12525.13931,1098613.648,G25002509818001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 9818, Suffolk County, Massachusetts",20,0,0,17,66.6,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,180417,20,0,13,3,42.32859264,42.32859264,BOSTON,Jamaica Plain,Jamaica Plain,Boston
1852,25,25,70101,4,2.50251E+11,Block Group 4,G5030,S,26533,0,42.3541052,-71.0630355,G25002500701014,661.1686245,26533.54765,G25002500701014,Massachusetts,Suffolk County,"Block Group 4, Census Tract 701.01, Suffolk County, Massachusetts",1925,757,344,301,27.9,1504,457,72,0,262,0,51,36,9,27,875,158,158,209,69,8,105,18,135,15,177,14,162,0,15,18,32,0,73,0,9,15,508,686,111538,1104,180,686,294,42.35410523,42.35410523,BOSTON,Financial District/Downtown,Financial District/Downtown,Boston
1853,25,17,374100,1,2.50174E+11,Block Group 1,G5030,S,1177883,22630,42.3106156,-71.2125452,G25001703741001,6221.148354,1200512.308,G25001703741001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3741, Middlesex County, Massachusetts",1844,58,321,378,41.6,1290,627,126,0,329,0,26,73,0,73,822,28,170,161,85,35,167,29,120,27,643,9,112,0,0,0,0,0,0,0,85,27,46,876,81875,1497,142,876,51,42.3109223,42.3109223,NEWTON,,Newton,Newton
1854,25,17,374100,3,2.50174E+11,Block Group 3,G5030,S,505416,12800,42.3122143,-71.2203427,G25001703741003,4523.322947,518218.625,G25001703741003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3741, Middlesex County, Massachusetts",1169,0,344,75,35.4,760,425,0,0,384,0,9,16,1,15,738,84,71,31,67,38,182,86,78,101,468,85,79,0,0,0,0,0,28,18,0,33,24,491,88365,955,52,491,55,42.31220047,42.31220047,NEWTON,,Newton,Newton
1855,25,17,374100,2,2.50174E+11,Block Group 2,G5030,S,561362,7576,42.3155105,-71.2203821,G25001703741002,3552.980189,568940.1513,G25001703741002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3741, Middlesex County, Massachusetts",1499,38,145,254,41.7,960,615,56,0,379,0,28,76,0,76,673,20,64,18,103,15,95,34,72,252,489,28,126,0,0,0,0,0,10,9,12,95,13,587,77656,1054,138,587,79,42.31549732,42.31549732,NEWTON,,Newton,Newton
1856,25,17,374200,1,2.50174E+11,Block Group 1,G5030,S,355111,0,42.322793,-71.2049114,G25001703742001,3090.929349,355111.3605,G25001703742001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3742, Middlesex County, Massachusetts",1176,0,309,172,36.6,906,324,36,0,180,0,0,54,0,54,632,24,19,110,39,65,185,129,52,9,419,0,198,0,0,0,0,44,69,45,31,9,7,404,132273,936,41,404,0,42.32279303,42.32279303,NEWTON,,Newton,Newton
1857,25,17,374200,2,2.50174E+11,Block Group 2,G5030,S,992800,0,42.3257822,-71.2116718,G25001703742002,4298.050458,992799.6165,G25001703742002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3742, Middlesex County, Massachusetts",1922,77,108,353,45,1624,349,63,0,175,0,9,51,0,51,763,112,87,63,90,48,107,49,115,92,554,29,132,0,0,0,0,0,38,15,18,61,17,710,167714,1427,135,710,25,42.32578234,42.32578234,NEWTON,,Newton,Newton
1858,25,17,374200,3,2.50174E+11,Block Group 3,G5030,S,696312,0,42.323856,-71.2196965,G25001703742003,5509.517351,696311.5608,G25001703742003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3742, Middlesex County, Massachusetts",1272,25,131,143,42.7,1063,228,23,0,167,0,0,19,0,19,634,78,57,32,103,24,87,78,122,53,444,40,136,0,0,0,10,0,0,9,72,45,14,470,148958,901,59,470,20,42.32144782,42.32144782,NEWTON,,Newton,Newton
1859,25,17,374300,1,2.50174E+11,Block Group 1,G5030,S,686233,0,42.3259848,-71.2242566,G25001703743001,3966.224916,686231.3354,G25001703743001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3743, Middlesex County, Massachusetts",1305,68,59,218,42.4,1031,373,1,0,174,0,0,99,17,82,524,61,56,52,32,36,69,54,146,18,431,0,82,0,0,0,0,0,0,17,59,6,11,427,186125,925,54,427,7,42.32598478,42.32598478,NEWTON,,Newton,Newton
1860,25,17,374800,3,2.50174E+11,Block Group 3,G5030,S,988611,54390,42.3309285,-71.2609692,G25001703748003,4754.491982,1042999.528,G25001703748003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3748, Middlesex County, Massachusetts",938,17,98,212,52.4,751,226,0,0,148,0,0,39,30,9,478,8,52,16,97,28,102,69,65,41,368,27,66,0,0,0,0,0,0,29,11,26,10,463,84083,760,84,463,43,42.33025307,42.33025307,NEWTON,,Newton,Newton
1861,25,17,382100,1,2.50174E+11,Block Group 1,G5030,S,2192226,122418,42.3173481,-71.335385,G25001703821001,7806.495891,2314640.009,G25001703821001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3821, Middlesex County, Massachusetts",1347,36,121,203,43.2,1225,159,11,0,71,0,3,37,0,37,584,77,92,15,51,70,96,72,67,44,524,27,33,0,0,0,0,0,0,12,0,21,0,517,94327,894,38,517,0,42.31874928,42.31874928,NATICK,,Natick,Natick
